title,所在地,備考,lat,lng,,,,
鮫洲入江広場,東京都品川区東大井1-13,東大井1-13先,35.6031235,139.743636,,,,
わくわく広場,東京都品川区荏原1-4-13,荏原1-4-13,35.6201269,139.7127486,,,,
宮前坂広場,東京都品川区戸越2-6-36,戸越2-6-36,35.6141545,139.7195762,,,,
森前公園,東京都品川区西大井1-1-10,品川区西大井1-1-10,35.6005115,139.7212987,,,,
弁天通り公園,東京都品川区中延5-3-8,品川区中延5-3-8,35.6037519,139.7087449,,,,
庚申公園,東京都品川区中延5-13-17,品川区中延5-13-17,35.6016896,139.7086854,,,,
都立京浜運河緑道公園,東京都品川区八潮1-,品川区八潮1、八潮5,35.5967817,139.7489721,,,,
都立大井ふ頭中央海浜公園,東京都品川区八潮4-1-19,東京都品川区八潮4-1-19,35.592501,139.752291,,,,
Ｏ（オー）美術館,東京都品川区大崎1-6-2大崎ニューシティ２号館,東京都品川区大崎1-6-2大崎ニューシティ２号館,35.620763,139.729299,,,,
きゅりあん（品川区立総合区民会館）,東京都品川区東大井5-18-1,東京都品川区東大井5-18-1,35.606198,139.735946,,,,
六行会ホール,東京都品川区北品川2-32-3,東京都品川区北品川2-32-3,35.61693,139.742471,,,,
八潮学園温水プール,東京都品川区八潮5-11-2,品川区八潮5-11-2　八潮学園内(旧八潮中学校)1階,35.6013431,139.7524228,,,,
こみゅにてぃぷらざ八潮(区民活動交流施設),東京都品川区八潮5-9-11,所在地:八潮5-9-11電話:3799-2021施設内容:第1～2地域交流室　第1～4多目的室　講習室　パソコン講習室　講習和室　第1～2音楽室　美術工芸室　第1～2健康増進室　託児室　スポーツ室休館日:年末年始・毎月第2火曜日利用時間:午前9時～午後9時30分,35.5979979,139.7524344,,,,
旗の台東広場,東京都品川区旗の台4-12-16,品川区旗の台4-12-16,35.6021403,139.7038701,,,,
不動前緑道,東京都品川区小山1-10-1,品川区小山1-10-1、小山2-1-1、小山2-5-1、小山2-6-1東急目黒線の地下化に伴い、その上部を利用して造られた児童遊園。季節感のある樹木を多く取り入れながら、全体としてはシンプルですっきりとした感じの緑道。,35.6238741,139.7104671,,,,
武蔵小山緑道,東京都品川区小山4-10-1,品川区小山4-10-1、小山5-4-1、小山5-3-1東急目黒線の地下化に伴い、その上部を利用して造られた児童遊園。ビオトープ風の流れ、健康遊具、鉄道敷地であることを示し電車風のパーゴラなどユニークな施設がある。,35.6185473,139.7013614,,,,
西小山緑道,東京都品川区小山6-11-1,品川区小山6-11-1、小山6-16-1、小山6-27-1東急目黒線の地下化に伴い、その上部を利用して造られた児童遊園。歩く機能優先の緑道で、標準幅員6mの歩行者空間が続く明るいすっきりとしたイメージの緑道。,35.6140921,139.6975337,,,,
街道松の広場,東京都品川区南品川1-8-5,品川区南品川1-8-5,35.6155237,139.744082,,,,
しながわ中央公園,東京都品川区西品川1-27-14,品川区西品川1-27-14、西品川1-28-25、西品川1-20-13,35.609765,139.7289576,,,,
谷山公園,東京都品川区西五反田3-6-15,品川区西五反田3-6-15,35.6278337,139.7183477,,,,
品川南ふ頭公園,東京都品川区東品川5-8-4,品川区東品川5-8-4,35.6224175,139.7547437,,,,
ごこう公園,東京都品川区中延5-9-23,品川区中延5-9-23区へ寄付された用地を公園として整備。周辺に花壇を施したシンプルなつくり。,35.6020623,139.7067971,,,,
東品川ひだまり緑地,東京都品川区東品川3-11-23,品川区東品川3-11-23,35.6147386,139.748782,,,,
ゆたか南公園,東京都品川区豊町6-29-2,品川区豊町6-29-2住宅の密集著しい地区の中にあるため、広場スペースが広く、防災機能を多く取り入れている。,35.6040563,139.7163386,,,,
相生広場,東京都品川区東五反田4-1,品川区東五反田4-1-32民間開発で整備された児童遊園で、港区境近くの勾配地に位置している。急な坂道の途中であり、奥は民間マンションの憩いの広場と一体になっている。,35.6328933,139.7263388,,,,
亀の甲緑地,東京都品川区上大崎4-5-37,品川区上大崎4-5-37,35.6282799,139.7157168,,,,
ひふみ公園,東京都品川区大崎2-2,品川区大崎2-2-11,35.6183548,139.726293,,,,
中六桜広場,東京都品川区中延6-10,品川区中延6-10-3開発行為により整備された公園。当該地には昭和初期より桜の丘があり、地元住民に親しまれていた。地元である中延六丁目町会からの名称提案の中で町会の第一推薦である「中六桜広場」が公園名称として選定された。,35.600899,139.7117144大崎光の滝公園,東京都品川区大崎1-1,品川区大崎1-1-2,35.6239359,139.7256779
荏原さくら公園,東京都品川区荏原1-24,品川区荏原1-24-18旧中原街道と荏原第一中学校に挟まれたところにある広場型の公園。道路側に地元に親しまれたサクラの大木がある。,35.6189295,139.7142068,,,,
品川シーサイド公園,東京都品川区東品川4-12,品川区東品川4-12-13,35.6077732,139.7492718,,,,
天王洲アイル第八公園,東京都品川区東品川2-4,品川区東品川2-4-19,35.6213202,139.7510398,,,,
杜の公園,東京都品川区北品川1-6,品川区北品川1-6-10,35.624669,139.7412033,,,,
西五反田五丁目特定児童遊園,東京都品川区西五反田5-17-7,品川区西五反田5-17-7,35.6234283,139.7142072,,,,
荏原三丁目特定児童遊園,東京都品川区荏原3-4,品川区荏原3-4-3,35.6178543,139.7083208,,,,
戸越一丁目特定児童遊園,東京都品川区戸越1-9,品川区戸越1-9-6,35.6166034,139.7187109,,,,
戸越五丁目特定児童遊園,東京都品川区戸越5-12,品川区戸越5-12-10,35.6096288,139.717144,,,,
西大井四丁目特定児童遊園,東京都品川区西大井4-23-12,品川区西大井4-23-12,35.5929071,139.7193813,,,,
東品川屋上庭園,東京都品川区東品川3-9,品川区東品川3-9-21下水道局東品川ポンプ所の屋上に整備した庭園で、東品川海上公園と一体的に利用できる。草花を主体に植栽した洋風庭園と和風庭園に分かれている。,35.6166431,139.7496172,,,,
東品川健康広場,東京都品川区東品川3-9,品川区東品川3-9-21東品川海上公園に隣接して整備された広場で、子供から高齢者までが楽しめる健康遊具を配している。,35.6169938,139.748772,,,,
中延一丁目特定児童遊園,東京都品川区中延1-4-16,品川区中延1-4-16,35.6127962,139.7114077,,,,
西品川一丁目特定児童遊園,東京都品川区西品川1-14,品川区西品川1-14-13,35.6118561,139.7290282,,,,
南大井四丁目特定児童遊園,東京都品川区南大井4-6,品川区南大井4-6-20,35.5969682,139.7368218,,,,
源氏前特定児童遊園,東京都品川区中延6-4,品川区中延6-4-8,35.6022715,139.712272,,,,
南品川六丁目特定児童遊園,東京都品川区南品川6-13,品川区南品川6-13-3、南品川6-14-1,35.6103387,139.7376463,,,,
大井二丁目特定児童遊園,東京都品川区大井2-5-15,品川区大井2-5-15,35.604237,139.7275635,,,,
西大井六丁目特定児童遊園,東京都品川区西大井6-5-5,西大井6-5-5,35.6011197,139.7186875,,,,
旗の台一丁目特定児童遊園,東京都品川区旗の台1-8,品川区旗の台1-8-5,35.6102892,139.7021082,,,,
西大井三丁目特定児童遊園,東京都品川区西大井3-4-14,品川区西大井3-4-14,35.5969421,139.7239036,,,,
豊町一丁目特定児童遊園,東京都品川区豊町1-13,品川区豊町1-13-5,35.6126741,139.7240389,,,,
荏原一丁目特定児童遊園,東京都品川区荏原1-25,品川区荏原1-25-20,35.6197265,139.7117573,,,,
荏原六丁目特定児童遊園,東京都品川区荏原6-7,品川区荏原6-7-2,35.6131177,139.7053715,,,,
豊四防災広場,東京都品川区豊町4-7-11,品川区豊町4-7-11,35.607273,139.7222886,,,,
豊四中央防災広場,東京都品川区豊町4-17-1,品川区豊町4-17-1,35.6067133,139.7206863,,,,
東品川水辺広場,東京都品川区東品川3-9,品川区東品川3-9-21地先,35.6175169,139.7489446,,,,
天王洲アイル第一水辺広場,東京都品川区東品川2-3,品川区東品川2-3-21地先,35.6247019,139.7518077,,,,
天王洲アイル第二水辺広場,東京都品川区東品川2-2-24,品川区東品川2-2-24地先,35.6237869,139.748958,,,,
天王洲アイル第四水辺広場,東京都品川区東品川2-4,品川区東品川2-4-3地先,35.6191299,139.7514365,,,,
しながわ花海道水辺広場,東京都品川区東大井1-13,品川区東大井1-13先外勝島運河周辺の防潮堤上部。,35.5985983,139.7412459,,,,
品川シーサイド水辺広場,東京都品川区東品川4-13,品川区東品川4-13先品川シーサイド公園東側に位置し、東品川四丁目地区地区計画に基づき整備された水辺広場。,35.6078089,139.7503786,,,,
東八潮緑道公園,東京都品川区東八潮,品川区東八潮,35.6199324,139.7725884,,,,
みなとが丘ふ頭公園,東京都品川区八潮3-1,品川区八潮3-1-11,35.5959274,139.7628812,,,,
大井ふ頭緑道公園,東京都品川区八潮5,品川区八潮5,35.6005284,139.7545537,,,,
潮風公園,東京都品川区東八潮,品川区東八潮1-2,35.6221175,139.7703923,,,,
中延三丁目特定児童遊園,東京都品川区中延3-9,品川区中延3-9-2,35.607748,139.7106261,,,,
御殿山の丘公園,東京都品川区北品川6-6-33,北品川6-6-32,35.624635,139.7331736,,,,
本三くじら広場,東京都品川区西五反田4-4-7,品川区西五反田4-4-7,35.6276077,139.7128381,,,,
後地クマさん広場,東京都品川区小山2-4-13,品川区小山2-4-13、14,35.6214691,139.7080564,,,,
上蛇広場,東京都品川区二葉4-3-10,二葉4-3-10,35.6026579,139.7144346,,,,
東中みんなの広場,東京都品川区東中延1-2-8,東中延1-2-8,35.6117321,139.7136583,,,,
ゆたか防災広場,東京都品川区豊町6-11-1,豊町6-11-1,35.6055947,139.7176567,,,,
五反田ふれあい水辺広場,東京都品川区東五反田2-9-10,品川区東五反田2-9-11,35.6242353,139.7258791,,,,
天王洲運河水辺広場,東京都品川区東品川1-3-3,品川区東品川1-3、1-39,35.6214346,139.7465433,,,,
中二さくらひろば,東京都品川区中延2-9-18,品川区中延2-9-18,35.6103849,139.7106321,,,,
小山台一丁目防災広場,東京都品川区小山台1-7-3,品川区小山1-7-3,35.6243175,139.7059804,,,,
文庫の森,東京都品川区豊町1-16-23,豊町1-16-23,35.6120363,139.7208355,,,,
西大井六丁目ふれあい広場,東京都品川区西大井6-3-1,西大井6-3-1,35.6011759,139.716261,,,,
中三いこいの広場,東京都品川区中延3-7-20,住所　中延3-7-20,35.6082592,139.7113152,,,,
カメさん広場,東京都品川区戸越2-6-20,住所　戸越2-6-20,35.6129291,139.7204135,,,,
ひのみ広場,東京都品川区戸越5-20-15,住所　戸越5-20-15,35.6083419,139.7186389,,,,
かやの木の広場,東京都品川区豊町1-17-2,住所　豊町1-17-2,35.6115694,139.721957,,,,
中延みちしるべ防災広場,東京都品川区中延5-12-11,住所　中延5-12-11,35.6011838,139.7082099,,,,
二葉中央のんき通り広場,東京都品川区二葉3-17-14,住所　二葉3-17-14,35.6041294,139.7214038,,,,
ほうさん広場,東京都品川区豊町3-4-2,住所　豊町3-4-2,35.6085671,139.7207244,,,,
宮前花広場,東京都品川区戸越4-9-19,住所　戸越4-9-19,35.6109848,139.7189959,,,,
勝島かもめ水辺広場,東京都品川区勝島1-4先,勝島1-4先,35.6017375,139.7473536,,,,
ひらさん広場,東京都品川区平塚3-9-1,平塚3-9-1,35.6145088,139.7126284,,,,
